"beacon","year","month","day","hour","minute","lat","lon","airTemp","batt","atmPres","FormatID","obs","gps_time","speed"
"460170",2014,1,7,4,0,79.5764666667,-67.7829166667,-99,-99,-99,-99,149,2014-01-07 04:00:00,0.00557682726610679
"460170",2014,1,7,5,0,79.57645,-67.783,-99,-99,-99,-99,150,2014-01-07 05:00:00,0.00250198844144211
"460170",2014,1,7,6,0,79.5764166667,-67.7829833333,-99,-99,-99,-99,151,2014-01-07 06:00:00,0.00372610951732536
"460170",2014,1,7,7,0,79.5764166667,-67.78315,-99,-99,-99,-99,152,2014-01-07 07:00:00,0.00335623149461722
"460170",2014,1,7,8,0,79.5764166667,-67.7829666667,-99,-99,-99,-99,153,2014-01-07 08:00:00,0.00369201368056539
"460170",2014,1,7,9,0,79.5765833333,-67.7823833333,-99,-99,-99,-99,154,2014-01-07 09:00:00,0.0219604132113267
"460170",2014,1,7,10,0,79.5764,-67.78305,-99,-99,-99,-99,155,2014-01-07 10:00:00,0.0244294821936369
"460170",2014,1,7,11,0,79.5763833333,-67.7830666667,-99,-99,-99,-99,156,2014-01-07 11:00:00,0.00188654336535782
"460170",2014,1,7,12,0,79.5764333333,-67.7831666667,-99,-99,-99,-99,157,2014-01-07 12:00:00,0.00591941204021136
"460170",2014,1,7,13,0,79.5764333333,-67.7828666667,-99,-99,-99,-99,158,2014-01-07 13:00:00,0.00604250246593289
"460170",2014,1,7,14,0,79.5764333333,-67.7829833333,-99,-99,-99,-99,159,2014-01-07 14:00:00,0.00235122609339869
"460170",2014,1,7,15,0,79.5764333333,-67.7829666667,-99,-99,-99,-99,160,2014-01-07 15:00:00,0.000342681262205431
"460170",2014,1,7,16,0,79.57645,-67.7830833333,-99,-99,-99,-99,161,2014-01-07 16:00:00,0.00299497572013328
"460170",2014,1,7,17,0,79.5764166667,-67.7830666667,-99,-99,-99,-99,162,2014-01-07 17:00:00,0.00372610951732536
"460170",2014,1,7,18,0,79.5763833333,-67.7828833333,-99,-99,-99,-99,163,2014-01-07 18:00:00,0.0052351179372066
"460170",2014,1,7,19,0,79.5763833333,-67.78285,-99,-99,-99,-99,164,2014-01-07 19:00:00,0.000672053247280037
"460170",2014,1,7,20,0,79.5764,-67.7829166667,-99,-99,-99,-99,165,2014-01-07 20:00:00,0.00229090324776659
"460170",2014,1,7,21,0,79.5763166667,-67.7827666667,-99,-99,-99,-99,166,2014-01-07 21:00:00,0.00975612085961713
"460170",2014,1,7,22,0,79.5764,-67.7829833333,-99,-99,-99,-99,167,2014-01-07 22:00:00,0.0102518413215737
"460170",2014,1,7,23,0,79.5764166667,-67.7830333333,-99,-99,-99,-99,168,2014-01-07 23:00:00,0.0021102900019645
"460170",2014,1,8,0,0,79.5764166667,-67.7829666667,-99,-99,-99,-99,169,2014-01-08 00:00:00,0.00134074201745712
"460170",2014,1,8,1,0,79.5764333333,-67.7830666667,-99,-99,-99,-99,170,2014-01-08 01:00:00,0.00273815310294771
"460170",2014,1,8,2,0,79.5764166667,-67.78305,-99,-99,-99,-99,171,2014-01-08 02:00:00,0.0018841477537688
"460170",2014,1,8,3,0,79.5764,-67.7826333333,-99,-99,-99,-99,172,2014-01-08 03:00:00,0.00859440233271459
"460170",2014,1,8,4,0,79.5764166667,-67.7830666667,-99,-99,-99,-99,173,2014-01-08 04:00:00,0.00892237694065302
"460170",2014,1,8,5,0,79.5764333333,-67.7830166667,-99,-99,-99,-99,174,2014-01-08 05:00:00,0.0021102900019645
"460170",2014,1,8,6,0,79.5764,-67.78305,-99,-99,-99,-99,175,2014-01-08 06:00:00,0.00377069188012168
"460170",2014,1,8,7,0,79.5764333333,-67.78305,-99,-99,-99,-99,176,2014-01-08 07:00:00,0.00371153536949057
"460170",2014,1,8,8,0,79.57645,-67.783,-99,-99,-99,-99,177,2014-01-08 08:00:00,0.00211242917129425
"460170",2014,1,8,9,0,79.57645,-67.7829333333,-99,-99,-99,-99,178,2014-01-08 09:00:00,0.00134074201745712
"460170",2014,1,8,10,0,79.5764166667,-67.78325,-99,-99,-99,-99,179,2014-01-08 10:00:00,0.0073785203169633
"460170",2014,1,8,11,0,79.5764,-67.7830833333,-99,-99,-99,-99,180,2014-01-08 11:00:00,0.00383482793191163
"460170",2014,1,8,12,0,79.5764,-67.783,-99,-99,-99,-99,181,2014-01-08 12:00:00,0.00167878847363239
"460170",2014,1,8,13,0,79.5764333333,-67.783,-99,-99,-99,-99,182,2014-01-08 13:00:00,0.00371153536949057
"460170",2014,1,8,14,0,79.57645,-67.7828666667,-99,-99,-99,-99,183,2014-01-08 14:00:00,0.00326482333142849
"460170",2014,1,8,15,0,79.5764166667,-67.7829833333,-99,-99,-99,-99,184,2014-01-08 15:00:00,0.00439257621788343
"460170",2014,1,8,16,0,79.57645,-67.78305,-99,-99,-99,-99,185,2014-01-08 16:00:00,0.00394627469347416
"460170",2014,1,8,17,0,79.5764166667,-67.7831,-99,-99,-99,-99,186,2014-01-08 17:00:00,0.00384541327680939
"460170",2014,1,8,18,0,79.5764333333,-67.7831,-99,-99,-99,-99,187,2014-01-08 18:00:00,0.00185515913654568
"460170",2014,1,8,19,0,79.5764166667,-67.78305,-99,-99,-99,-99,188,2014-01-08 19:00:00,0.0021102900019645
"460170",2014,1,8,20,0,79.57645,-67.7828833333,-99,-99,-99,-99,189,2014-01-08 20:00:00,0.00500397688288432
"460170",2014,1,8,21,0,79.5763666667,-67.7828333333,-99,-99,-99,-99,190,2014-01-08 21:00:00,0.00933162329673946
"460170",2014,1,8,22,0,79.5764833333,-67.7827,-99,-99,-99,-99,191,2014-01-08 22:00:00,0.0132621156295351
"460170",2014,1,8,23,0,79.5764166667,-67.7828333333,-99,-99,-99,-99,192,2014-01-08 23:00:00,0.00789197711059026
"460170",2014,1,9,0,0,79.5764,-67.7831333333,-99,-99,-99,-99,193,2014-01-09 00:00:00,0.00632015967847102
"460170",2014,1,9,1,0,79.5764166667,-67.783,-99,-99,-99,-99,194,2014-01-09 01:00:00,0.00326343963849436
"460170",2014,1,9,2,0,79.5764166667,-67.783,-99,-99,-99,-99,195,2014-01-09 02:00:00,0
"460170",2014,1,9,3,0,79.5764166667,-67.78275,-99,-99,-99,-99,196,2014-01-09 03:00:00,0.00503457152398522
"460170",2014,1,9,4,0,79.57645,-67.7829166667,-99,-99,-99,-99,197,2014-01-09 04:00:00,0.00500397688288432
"460170",2014,1,9,5,0,79.5764333333,-67.7831166667,-99,-99,-99,-99,198,2014-01-09 05:00:00,0.00443555143204833
"460170",2014,1,9,6,0,79.5764333333,-67.7830666667,-99,-99,-99,-99,199,2014-01-09 06:00:00,0.00101031756484087
"460170",2014,1,9,7,0,79.57645,-67.7831166667,-99,-99,-99,-99,200,2014-01-09 07:00:00,0.00211242917129425
"460170",2014,1,9,8,0,79.5764666667,-67.7827166667,-99,-99,-99,-99,201,2014-01-09 08:00:00,0.00826707447805045
"460170",2014,1,9,9,0,79.5764166667,-67.7830333333,-99,-99,-99,-99,202,2014-01-09 09:00:00,0.00846520361767705
"460170",2014,1,9,10,0,79.5764,-67.7830666667,-99,-99,-99,-99,203,2014-01-09 10:00:00,0.00197313734673706
"460170",2014,1,9,11,0,79.5763833333,-67.78315,-99,-99,-99,-99,204,2014-01-09 11:00:00,0.00250379297715556
"460170",2014,1,9,12,0,79.5764,-67.7830666667,-99,-99,-99,-99,205,2014-01-09 12:00:00,0.00250379297715556
