Asset Name,Modem Id,Date(GMT),GPS LATITUDE (DEGREES),GPS LONGITUDE (DEGREES),FORMAT ID,YEAR,MONTH,DAY (day),HOUR (hr),MINUTE (min),Sea Surface Temperature (ﾰC),Battery Voltage (V),Time Since Last GPS fix (min),GPS reported Signal to Noise ratio (dB),Time to First fix (s),Iridium Transmission Duration (s),Hex Data
BUOY_1,300234010035940,2014-02-16 02:00:00,67.3808,-63.1634,40,2014,2,16,2,0,-17.3,10.2,0,48,10,30,281c48080ffed5fffff687bfc003007611d3ee173f
BUOY_1,300234010035940,2014-02-16 01:00:00,67.381,-63.1632,40,2014,2,16,1,0,-17.4,10.2,0,48,8,30,281c48040ffed57ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-16 00:00:00,67.381,-63.1632,40,2014,2,16,0,0,-17.4,10.2,0,48,32,30,281c48000ffed57ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-15 23:00:00,67.381,-63.1634,40,2014,2,15,23,0,-17.4,10.2,0,48,10,30,281c47dc0ffed57ffff687bfc003007651d3ee173f
BUOY_1,300234010035940,2014-02-15 22:00:00,67.381,-63.1632,40,2014,2,15,22,0,-17.4,10.2,0,48,6,42,281c47d80ffed57ffff68abfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-15 21:00:00,67.381,-63.1632,40,2014,2,15,21,0,-17.4,10.2,0,48,30,30,281c47d40ffed57ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-15 20:00:00,67.381,-63.163,40,2014,2,15,20,0,-17.4,10.2,0,48,8,30,281c47d00ffed57ffff687bfc003007651d3f2133f
BUOY_1,300234010035940,2014-02-15 19:00:00,67.381,-63.1632,40,2014,2,15,19,0,-17.4,10.2,0,52,8,30,281c47cc0ffed57ffff687bfc003007651d3f0137f
BUOY_1,300234010035940,2014-02-15 18:00:00,67.381,-63.1632,40,2014,2,15,18,0,-17.4,10.2,0,48,32,30,281c47c80ffed57ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-15 17:00:00,67.381,-63.1632,40,2014,2,15,17,0,-17.5,10.2,0,48,8,30,281c47c40ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-15 16:00:00,67.381,-63.1634,40,2014,2,15,16,0,-17.5,10.2,0,48,6,30,281c47c00ffed4fffff687bfc003007651d3ee0f3f
BUOY_1,300234010035940,2014-02-15 15:00:00,67.381,-63.1634,40,2014,2,15,15,0,-17.5,10.2,0,48,30,30,281c47bc0ffed4fffff687bfc003007651d3ee3f3f
BUOY_1,300234010035940,2014-02-15 14:00:00,67.381,-63.1632,40,2014,2,15,14,0,-17.5,10.2,0,48,8,30,281c47b80ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-15 13:00:00,67.381,-63.1634,40,2014,2,15,13,0,-17.5,10.2,0,48,8,30,281c47b40ffed4fffff687bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-15 12:00:00,67.381,-63.1632,40,2014,2,15,12,0,-17.5,10.2,0,48,32,30,281c47b00ffed4fffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-15 11:00:00,67.381,-63.1632,40,2014,2,15,11,0,-17.5,10.2,0,48,8,30,281c47ac0ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-15 10:00:00,67.381,-63.1632,40,2014,2,15,10,0,-17.6,10.2,0,48,6,30,281c47a80ffed47ffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-15 09:00:00,67.381,-63.1632,40,2014,2,15,9,0,-17.6,10.2,0,48,30,30,281c47a40ffed47ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-15 08:00:00,67.381,-63.1632,40,2014,2,15,8,0,-17.6,10.2,0,48,10,30,281c47a00ffed47ffff687bfc003007651d3f0173f
BUOY_1,300234010035940,2014-02-15 07:00:00,67.381,-63.1632,40,2014,2,15,7,0,-17.6,10.2,0,48,8,30,281c479c0ffed47ffff687bfc003007651d3f0133f
